"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat"
"780795","occ","","","84053","Lamna obliqua","species","80600","Eocene","","56","33.9","28099","","","-78.766113","37.318611"
"780796","occ","","","84054","Lamna obliqua","species","80600","Eocene","","56","33.9","28099","","","-78.184998","38.926388"
"780797","occ","","","84055","Lamna obliqua","species","80600","Eocene","","56","33.9","28099","","","-77.433891","37.540833"
"780798","occ","","","84048","Lamna obliqua","species","80600","Late Paleocene","","58.7","55.8","28099","","","-77.590836","38.501110"
"780799","occ","","","84046","Lamna vincenti","species","253566","Paleocene","","66","56","28099","","","-77.251663","38.450832"
"780801","occ","","","81880","Carcharodon","genus","34605","Ypresian","","56","47.8","28099","","","-76.991112","38.398888"
"780802","occ","","","84053","Carcharodon","genus","34605","Eocene","","56","33.9","28099","","","-78.766113","37.318611"
"780803","occ","","","84049","Carcharodon","genus","34605","Paleocene","","66","56","28099","","","-77.521111","38.393333"
"780804","occ","","","84046","Sphyrna","genus","34664","Paleocene","","66","56","28099","","","-77.251663","38.450832"
"780814","occ","","","45630","Pristis","genus","34700","Priabonian","","38","33.9","28099","","","-88.956665","32.071667"
"780817","occ","","","18506","Carcharodon angustidens","species","124964","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"780818","occ","","","84058","Carcharodon angustidens","species","124964","Priabonian","","38","33.9","28099","","","-88.686386","31.866943"
"780820","occ","","","18518","Squatina occidentalis","species","80571","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"780822","occ","","","84060","Pristis aquitanicus","species","132691","Miocene","","23.03","5.333","28099","","","-82.301941","29.658056"
"780823","occ","","","18506","Pristis ensidens","species","132692","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"780824","occ","","","18506","Rhinoptera","genus","34745","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"780825","occ","","","18518","Rhinoptera","genus","34745","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"780826","occ","","","18506","Myliobatis magister","species","132697","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"780827","occ","","","18506","Myliobatis gigas","species","80578","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"780828","occ","","","84062","Aetobatis irregularis","species","132643","Miocene","","23.03","5.333","28099","","","-76.501663","38.240002"
"780829","occ","","","18518","Aetobatis irregularis","species","132643","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"780830","occ","","","55396","Aetobatis irregularis","species","132643","Langhian","","15.97","13.82","28099","","","-76.730797","38.541199"
"780831","occ","","","71798","Aetobatis irregularis","species","132643","Langhian","","15.97","13.82","28099","","","-76.811668","38.166111"
"780832","occ","","","18518","Notidanus primigenius","species","80586","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"780833","occ","","","57114","Notidanus primigenius","species","80586","Langhian","","15.97","13.82","28099","","","-77.443336","37.538891"
"780834","occ","","","18506","Notidanus primigenius","species","80586","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"780835","occ","","","18506","Ginglymostoma serra","species","124937","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"780836","occ","","","18506","Gryphodobatis uncus","species","132702","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"780837","occ","","","18518","Odontaspis actutissima","species","83149","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"780838","occ","","","84062","Odontaspis acutissima","species","97229","Miocene","","23.03","5.333","28099","","","-76.501663","38.240002"
"780839","occ","","","18518","Odontaspis cuspidata","species","80589","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"780840","occ","","","80231","Odontaspis cuspidata","species","80589","Late Pleistocene","","0.126","0.0117","28099","","","-81.099998","32.083000"
"780841","occ","","","18518","Carcharodon hastalis","species","80595","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"780842","occ","","","71798","Carcharodon hastalis","species","80595","Langhian","","15.97","13.82","28099","","","-76.811668","38.166111"
"780843","occ","","","57114","Carcharodon hastalis","species","80595","Langhian","","15.97","13.82","28099","","","-77.443336","37.538891"
"780844","occ","","","18506","Carcharodon hastalis","species","80595","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"780848","occ","","","71798","Alopecias grandis","species","132706","Langhian","","15.97","13.82","28099","","","-76.811668","38.166111"
"780849","occ","","","18506","Alopecias grandis","species","132706","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"780850","occ","","","18506","Carcharocles megalodon","species","80603","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"781093","occ","","","18518","Prionodon egertoni","species","80613","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"781094","occ","","","71798","Prionodon egertoni","species","80613","Langhian","","15.97","13.82","28099","","","-76.811668","38.166111"
"781095","occ","","","18506","Prionodon egertoni","species","80613","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"781096","occ","","","84102","Prionodon carolinensis","species","133190","Neogene","","23.03","2.588","28099","","","-80.863609","32.637222"
"781097","occ","","","18518","Sphyrna laevissima","species","80618","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"781098","occ","","","18518","Sphyrna prisca","species","133193","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"781099","occ","","","57782","Sphyrna magna","species","80621","Langhian","","15.97","13.82","28099","","","-76.704170","38.542778"
"781100","occ","","","18506","Sphyrna americana","species","133195","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"781101","occ","","","18518","Galeocerdo aduncus","species","95928","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"781102","occ","","","71798","Galeocerdo aduncus","species","95928","Langhian","","15.97","13.82","28099","","","-76.811668","38.166111"
"781103","occ","","","18506","Galeocerdo aduncus","species","95928","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"781104","occ","","","18518","Hemipristis serra","species","83182","Serravallian","","13.82","11.62","28099","","","-76.500000","38.400002"
"781105","occ","","","71798","Hemipristis serra","species","83182","Langhian","","15.97","13.82","28099","","","-76.811668","38.166111"
"781106","occ","","","57114","Hemipristis serra","species","83182","Langhian","","15.97","13.82","28099","","","-77.443336","37.538891"
"781107","occ","","","18506","Hemipristis serra","species","83182","Miocene","","23.03","5.333","28099","","","-80.400002","33.099998"
"781112","occ","","","16848","Ginglymostoma serra","species","124937","Bartonian","","41.3","38","27182","","","-87.900002","31.500000"
"781693","occ","","","84196","Selachii","unranked clade","80574","Late Campanian","","83.5","70.6","28197","","","-124.698662","49.554268"
"782194","occ","","","84271","Orectolobiformes","order","34573","Carnian","","237","228","13249","1","specimens","-102.161110","35.384998"
"782293","occ","","","14504","Squalicorax kaupi","species","210092","Early Maastrichtian","","70.6","66","2163","","","-74.300003","40.299999"
"782294","occ","","","14504","Squalicorax pristodontus","species","110986","Early Maastrichtian","","70.6","66","2163","","","-74.300003","40.299999"
"782297","occ","","","14504","Odontaspis","genus","34620","Early Maastrichtian","","70.6","66","2163","","","-74.300003","40.299999"
"782298","occ","","","14504","Synodontaspis hardingi","species","63011","Early Maastrichtian","","70.6","66","2163","","","-74.300003","40.299999"
"782299","occ","","","14504","Synodontaspis holmdelensis","species","117673","Early Maastrichtian","","70.6","66","2163","","","-74.300003","40.299999"
"782300","occ","","","14504","Cretolamna appendiculata","species","117676","Early Maastrichtian","","70.6","66","2163","","","-74.300003","40.299999"
"782301","occ","","","14504","Plicatolamna arcuata","species","117653","Early Maastrichtian","","70.6","66","2163","","","-74.300003","40.299999"
"782302","occ","","","14504","Cretodus borodini","species","117678","Early Maastrichtian","","70.6","66","2163","","","-74.300003","40.299999"
"782303","occ","","","14504","Paranomotodon","genus","34626","Early Maastrichtian","","70.6","66","2163","","","-74.300003","40.299999"
"784315","occ","","","84550","Onchopristis numidus","species","154439","Early Cenomanian","","99.6","93.5","28351","","","28.924782","28.431120"
"784316","occ","","","84550","Squatina","genus","34570","Early Cenomanian","","99.6","93.5","28351","","","28.924782","28.431120"
"784320","occ","","","84550","Odontaspis bicarinatus","species","134845","Early Cenomanian","","99.6","93.5","28351","","","28.924782","28.431120"
"784321","occ","","","84550","Odontaspis","genus","34620","Early Cenomanian","","99.6","93.5","28351","","","28.924782","28.431120"
"784322","occ","","","84550","Lamna sulcata","species","172320","Early Cenomanian","","99.6","93.5","28351","","","28.924782","28.431120"
"784323","occ","","","84550","Lamna","genus","34615","Early Cenomanian","","99.6","93.5","28351","","","28.924782","28.431120"
"784324","occ","","","84550","Squalicorax","genus","34633","Early Cenomanian","","99.6","93.5","28351","4","specimens","28.924782","28.431120"
"784338","occ","","","84551","Notidanodon","genus","34528","Selandian","Thanetian","61.6","56","28352","1","specimens","64.197220","46.432499"
"784416","occ","","","84553","Carcharias","genus","64190","Selandian","Thanetian","61.6","56","28352","25","specimens","64.650002","46.026390"
"784418","occ","","","84553","Striatolamia","genus","34634","Selandian","Thanetian","61.6","56","28352","9","specimens","64.650002","46.026390"
"784419","occ","","","84553","Lamna obliqua","species","80600","Selandian","Thanetian","61.6","56","28352","3","specimens","64.650002","46.026390"
"784433","occ","","","84554","Striatolamia","genus","34634","Selandian","Thanetian","61.6","56","28352","1","specimens","64.657501","46.020000"
"784434","occ","","","84554","Lamna obliqua","species","80600","Selandian","Thanetian","61.6","56","28352","1","specimens","64.657501","46.020000"
"784435","occ","","","84555","Palaeocarcharodon","genus","34623","Selandian","Thanetian","61.6","56","28352","1","specimens","64.195274","46.380280"
"789105","occ","","","85313","Carcharias","genus","64190","Barstovian","","15.97","13.6","28773","","","-118.314720","33.718056"
"789112","occ","","","84331","Isurus","genus","34613","Clarendonian","","13.6","10.3","28773","","","-118.325279","33.783333"
"789130","occ","","","85314","Galeorhinus","genus","83177","Rancholabrean","","0.3","0.012","28773","","","-118.293335","33.762501"
"789131","occ","","","85314","Squatina","genus","34570","Rancholabrean","","0.3","0.012","28773","","","-118.293335","33.762501"
"789132","occ","","","85314","Raja","genus","34706","Rancholabrean","","0.3","0.012","28773","","","-118.293335","33.762501"
"789134","occ","","","85314","Myliobatis","genus","34741","Rancholabrean","","0.3","0.012","28773","","","-118.293335","33.762501"
"789161","occ","","","20639","Carcharhinus","genus","34640","Late Pleistocene","","0.126","0.0117","28773","","","-118.000000","34.000000"
"789162","occ","","","20639","Carcharodon","genus","34605","Late Pleistocene","","0.126","0.0117","28773","","","-118.000000","34.000000"
"789163","occ","","","20639","Notorhynchus","genus","34529","Late Pleistocene","","0.126","0.0117","28773","","","-118.000000","34.000000"
"789164","occ","","","20639","Selachii","unranked clade","80574","Late Pleistocene","","0.126","0.0117","28773","","","-118.000000","34.000000"
"789165","occ","","","20639","Myliobatinae","subfamily","170199","Late Pleistocene","","0.126","0.0117","28773","","","-118.000000","34.000000"
"789166","occ","","","20639","Urolophus","genus","34747","Late Pleistocene","","0.126","0.0117","28773","","","-118.000000","34.000000"
"789228","occ","","","20645","Carcharodon","genus","34605","Late Pleistocene","","0.126","0.0117","28773","","","-118.199997","34.000000"
"789236","occ","","","20646","Carcharodon carcharias","species","83173","Late Pleistocene","","0.126","0.0117","28773","","","-118.199997","34.000000"
